MementoDatetime,URIM,FollowerCount,AbsGrowth,RelGrowth,AbsPerGrowth,RelPerGrowth,AbsFolRate,RelFolRate
20180918134121,https://web.archive.org/web/20180918134121/https://twitter.com/dog_rates,7248875,7081402,2171,4228.38,0.03,0.08483,0.03257
20180919135205,https://web.archive.org/web/20180919135205/https://twitter.com/dog_rates,7251616,7084143,2741,4230.02,0.04,0.08477,0.03149
20180920141605,https://web.archive.org/web/20180920141605/https://twitter.com/dog_rates,7256672,7089199,5056,4233.04,0.07,0.08475,0.05756
20180921142719,https://web.archive.org/web/20180921142719/https://twitter.com/dog_rates,7260537,7093064,3865,4235.35,0.05,0.0847,0.04439
20180922143623,https://web.archive.org/web/20180922143623/https://twitter.com/dog_rates,7263995,7096522,3458,4237.41,0.05,0.08466,0.03977
20180922172340,https://web.archive.org/web/20180922172340/https://twitter.com/dog_rates,7263935,7096462,-60,4237.38,-0.0,0.08465,-0.00598
20180923151117,https://web.archive.org/web/20180923151117/https://twitter.com/dog_rates,7267273,7099800,3338,4239.37,0.05,0.08461,0.04255
20180924154602,https://web.archive.org/web/20180924154602/https://twitter.com/dog_rates,7269192,7101719,1919,4240.52,0.03,0.08454,0.02169
20180925154816,https://web.archive.org/web/20180925154816/https://twitter.com/dog_rates,7273648,7106175,4456,4243.18,0.06,0.08451,0.05149
20180926162451,https://web.archive.org/web/20180926162451/https://twitter.com/dog_rates,7276606,7109133,2958,4244.94,0.04,0.08445,0.03339
20180927171132,https://web.archive.org/web/20180927171132/https://twitter.com/dog_rates,7279748,7112275,3142,4246.82,0.04,0.0844,0.03522
20180928182543,https://web.archive.org/web/20180928182543/https://twitter.com/dog_rates,7281786,7114313,2038,4248.04,0.03,0.08433,0.02243
20180929081417,https://web.archive.org/web/20180929081417/https://twitter.com/dog_rates,7283027,7115554,1241,4248.78,0.02,0.0843,0.02496
20180929192651,https://web.archive.org/web/20180929192651/https://twitter.com/dog_rates,7283864,7116391,837,4249.28,0.01,0.08427,0.02074
20180930202845,https://web.archive.org/web/20180930202845/https://twitter.com/dog_rates,7286905,7119432,3041,4251.09,0.04,0.08421,0.03375
20181001220757,https://web.archive.org/web/20181001220757/https://twitter.com/dog_rates,7291075,7123602,4170,4253.58,0.06,0.08417,0.04515
20181002232258,https://web.archive.org/web/20181002232258/https://twitter.com/dog_rates,7298741,7131268,7666,4258.16,0.11,0.08417,0.08433
20181004000407,https://web.archive.org/web/20181004000407/https://twitter.com/dog_rates,7304620,7137147,5879,4261.67,0.08,0.08415,0.06615
20181005003910,https://web.archive.org/web/20181005003910/https://twitter.com/dog_rates,7310694,7143221,6074,4265.3,0.08,0.08414,0.06863
20181010024501,https://web.archive.org/web/20181010024501/https://twitter.com/dog_rates,7333630,7166157,22936,4278.99,0.31,0.08397,0.05218
20181014061746,https://web.archive.org/web/20181014061746/https://twitter.com/dog_rates,7354407,7186934,20777,4291.4,0.28,0.08386,0.05798
20181015071710,https://web.archive.org/web/20181015071710/https://twitter.com/dog_rates,7357800,7190327,3393,4293.42,0.05,0.08381,0.03772
20181015151240,https://wayback.archive-it.org/all/20181015151240/https://twitter.com/dog_rates,7359394,7191921,1594,4294.38,0.02,0.08381,0.05587
20181015151240,https://web.archive.org/web/20181015151240/https://twitter.com/dog_rates,7359394,7191921,0,4294.38,0.0,0.08381,0.0
20181016005219,https://wayback.archive-it.org/all/20181016005219/https://twitter.com/dog_rates,7361779,7194306,2385,4295.8,0.03,0.0838,0.06858
20181016005219,https://web.archive.org/web/20181016005219/https://twitter.com/dog_rates,7361779,7194306,0,4295.8,0.0,0.0838,0.0
20181016221929,https://wayback.archive-it.org/all/20181016221929/https://twitter.com/dog_rates,7365492,7198019,3713,4298.02,0.05,0.08377,0.04808
20181016221929,https://web.archive.org/web/20181016221929/https://twitter.com/dog_rates,7365492,7198019,0,4298.02,0.0,0.08377,0.0
20181018013601,https://wayback.archive-it.org/all/20181018013601/https://twitter.com/dog_rates,7368519,7201046,3027,4299.83,0.04,0.08371,0.03083
20181018013601,https://web.archive.org/web/20181018013601/https://twitter.com/dog_rates,7368519,7201046,0,4299.83,0.0,0.08371,0.0
20181018224828,https://wayback.archive-it.org/all/20181018224828/https://twitter.com/dog_rates,7373001,7205528,4482,4302.5,0.06,0.08368,0.05871
20181018224828,https://web.archive.org/web/20181018224828/https://twitter.com/dog_rates,7373001,7205528,0,4302.5,0.0,0.08368,0.0
20181019195337,https://wayback.archive-it.org/all/20181019195337/https://twitter.com/dog_rates,7376326,7208853,3325,4304.49,0.05,0.08365,0.0438
20181019195337,https://web.archive.org/web/20181019195337/https://twitter.com/dog_rates,7376326,7208853,0,4304.49,0.0,0.08365,0.0
20181020202539,https://wayback.archive-it.org/all/20181020202539/https://twitter.com/dog_rates,7378671,7211198,2345,4305.89,0.03,0.08359,0.02655
20181020202539,https://web.archive.org/web/20181020202539/https://twitter.com/dog_rates,7378671,7211198,0,4305.89,0.0,0.08359,0.0
20181022212656,https://wayback.archive-it.org/all/20181022212656/https://twitter.com/dog_rates,7389733,7222260,11062,4312.49,0.15,0.08355,0.06268
20181022212656,https://web.archive.org/web/20181022212656/https://twitter.com/dog_rates,7389733,7222260,0,4312.49,0.0,0.08355,0.0
20181023095816,https://web.archive.org/web/20181023095816/https://twitter.com/dog_rates,7396872,7229399,7139,4316.75,0.1,0.08359,0.15836
20181023103525,https://web.archive.org/web/20181023103525/https://twitter.com/dog_rates,7396977,7229504,105,4316.82,0.0,0.08359,0.04711
20181024041105,https://wayback.archive-it.org/all/20181024041105/https://twitter.com/dog_rates,7404015,7236542,7038,4321.02,0.1,0.08361,0.11111
20181024041105,https://web.archive.org/web/20181024041105/https://twitter.com/dog_rates,7404015,7236542,0,4321.02,0.0,0.08361,0.0
20181024101401,https://web.archive.org/web/20181024101401/https://twitter.com/dog_rates,7403866,7236393,-149,4320.93,-0.0,0.08358,-0.00684
20181025053905,https://wayback.archive-it.org/all/20181025053905/https://twitter.com/dog_rates,7406586,7239113,2720,4322.56,0.04,0.08355,0.03891
20181025053905,https://web.archive.org/web/20181025053905/https://twitter.com/dog_rates,7406586,7239113,0,4322.56,0.0,0.08355,0.0
20181025231722,https://wayback.archive-it.org/all/20181025231722/https://twitter.com/dog_rates,7408510,7241037,1924,4323.7,0.03,0.08351,0.0303
20181025231722,https://web.archive.org/web/20181025231722/https://twitter.com/dog_rates,7408510,7241037,0,4323.7,0.0,0.08351,0.0
20181027052459,https://wayback.archive-it.org/all/20181027052459/https://twitter.com/dog_rates,7413399,7245926,4889,4326.62,0.07,0.08346,0.04508
20181027052459,https://web.archive.org/web/20181027052459/https://twitter.com/dog_rates,7413399,7245926,0,4326.62,0.0,0.08346,0.0
20181028045121,https://wayback.archive-it.org/all/20181028045121/https://twitter.com/dog_rates,7415136,7247663,1737,4327.66,0.02,0.0834,0.02058
20181028045121,https://web.archive.org/web/20181028045121/https://twitter.com/dog_rates,7415136,7247663,0,4327.66,0.0,0.0834,0.0
20181029075811,https://wayback.archive-it.org/all/20181029075811/https://twitter.com/dog_rates,7420976,7253503,5840,4331.15,0.08,0.08337,0.05983
20181029075811,https://web.archive.org/web/20181029075811/https://twitter.com/dog_rates,7420976,7253503,0,4331.15,0.0,0.08337,0.0
20181029192601,https://wayback.archive-it.org/all/20181029192601/https://twitter.com/dog_rates,7426742,7259269,5766,4334.59,0.08,0.0834,0.13971
20181029192601,https://web.archive.org/web/20181029192601/https://twitter.com/dog_rates,7426742,7259269,0,4334.59,0.0,0.0834,0.0
20181029214012,https://web.archive.org/web/20181029214012/https://twitter.com/dog_rates,7427745,7260272,1003,4335.19,0.01,0.0834,0.12458
20181031010131,https://wayback.archive-it.org/all/20181031010131/https://twitter.com/dog_rates,7432575,7265102,4830,4338.07,0.07,0.08337,0.04905
20181031010131,https://web.archive.org/web/20181031010131/https://twitter.com/dog_rates,7432575,7265102,0,4338.07,0.0,0.08337,0.0
20181031142100,https://web.archive.org/web/20181031142100/https://twitter.com/dog_rates,7433953,7266480,1378,4338.9,0.02,0.08334,0.02873
20181031231129,https://wayback.archive-it.org/all/20181031231129/https://twitter.com/dog_rates,7435348,7267875,1395,4339.73,0.02,0.08332,0.04383
20181031231129,https://web.archive.org/web/20181031231129/https://twitter.com/dog_rates,7435348,7267875,0,4339.73,0.0,0.08332,0.0
20181101231443,https://wayback.archive-it.org/all/20181101231443/https://twitter.com/dog_rates,7438961,7271488,3613,4341.89,0.05,0.08328,0.04172
20181101231443,https://web.archive.org/web/20181101231443/https://twitter.com/dog_rates,7438961,7271488,0,4341.89,0.0,0.08328,0.0
20181102223621,https://wayback.archive-it.org/all/20181102223621/https://twitter.com/dog_rates,7441566,7274093,2605,4343.44,0.04,0.08323,0.03098
20181102223621,https://web.archive.org/web/20181102223621/https://twitter.com/dog_rates,7441566,7274093,0,4343.44,0.0,0.08323,0.0
20181104061930,https://wayback.archive-it.org/all/20181104061930/https://twitter.com/dog_rates,7441137,7273664,-429,4343.19,-0.01,0.08311,-0.00364
20181104061930,https://web.archive.org/web/20181104061930/https://twitter.com/dog_rates,7441137,7273664,0,4343.19,0.0,0.08311,0.0
20181105154357,https://wayback.archive-it.org/all/20181105154357/https://twitter.com/dog_rates,7436040,7268567,-5097,4340.14,-0.07,0.08294,-0.04238
20181105154357,https://web.archive.org/web/20181105154357/https://twitter.com/dog_rates,7436040,7268567,0,4340.14,0.0,0.08294,0.0
20181106013911,https://wayback.archive-it.org/all/20181106013911/https://twitter.com/dog_rates,7437610,7270137,1570,4341.08,0.02,0.08292,0.04396
20181106013911,https://web.archive.org/web/20181106013911/https://twitter.com/dog_rates,7437610,7270137,0,4341.08,0.0,0.08292,0.0
20181107151135,https://wayback.archive-it.org/all/20181107151135/https://twitter.com/dog_rates,7426303,7258830,-11307,4334.33,-0.15,0.08267,-0.08367
20181107151135,https://web.archive.org/web/20181107151135/https://twitter.com/dog_rates,7426303,7258830,0,4334.33,0.0,0.08267,0.0
20181108000523,https://wayback.archive-it.org/all/20181108000523/https://twitter.com/dog_rates,7425657,7258184,-646,4333.94,-0.01,0.08263,-0.02017
20181108000523,https://web.archive.org/web/20181108000523/https://twitter.com/dog_rates,7425657,7258184,0,4333.94,0.0,0.08263,0.0
20181109003851,https://wayback.archive-it.org/all/20181109003851/https://twitter.com/dog_rates,7416793,7249320,-8864,4328.65,-0.12,0.08245,-0.10026
20181109003851,https://web.archive.org/web/20181109003851/https://twitter.com/dog_rates,7416793,7249320,0,4328.65,0.0,0.08245,0.0
20181109215125,https://web.archive.org/web/20181109215125/https://twitter.com/dog_rates,7418852,7251379,2059,4329.88,0.03,0.0824,0.02697
20181110230405,https://wayback.archive-it.org/all/20181110230405/https://twitter.com/dog_rates,7415147,7247674,-3705,4327.67,-0.05,0.08227,-0.04082
20181110230405,https://web.archive.org/web/20181110230405/https://twitter.com/dog_rates,7415147,7247674,0,4327.67,0.0,0.08227,0.0
20181112111127,https://web.archive.org/web/20181112111127/https://twitter.com/dog_rates,7419452,7251979,4305,4330.24,0.06,0.0822,0.0331
20181112230148,https://wayback.archive-it.org/all/20181112230148/https://twitter.com/dog_rates,7421124,7253651,1672,4331.24,0.02,0.08218,0.03923
20181112230148,https://web.archive.org/web/20181112230148/https://twitter.com/dog_rates,7421124,7253651,0,4331.24,0.0,0.08218,0.0
20181113234402,https://wayback.archive-it.org/all/20181113234402/https://twitter.com/dog_rates,7423044,7255571,1920,4332.38,0.03,0.08212,0.02159
20181113234402,https://web.archive.org/web/20181113234402/https://twitter.com/dog_rates,7423044,7255571,0,4332.38,0.0,0.08212,0.0
20181114220557,https://wayback.archive-it.org/all/20181114220557/https://twitter.com/dog_rates,7425320,7257847,2276,4333.74,0.03,0.08207,0.02827
20181114220557,https://web.archive.org/web/20181114220557/https://twitter.com/dog_rates,7425320,7257847,0,4333.74,0.0,0.08207,0.0
20181115010518,https://web.archive.org/web/20181115010518/https://twitter.com/dog_rates,7424935,7257462,-385,4333.51,-0.01,0.08205,-0.03578
20181116063629,https://wayback.archive-it.org/all/20181116063629/https://twitter.com/dog_rates,7430113,7262640,5178,4336.6,0.07,0.08201,0.04872
20181116063629,https://web.archive.org/web/20181116063629/https://twitter.com/dog_rates,7430113,7262640,0,4336.6,0.0,0.08201,0.0
20181117015449,https://wayback.archive-it.org/all/20181117015449/https://twitter.com/dog_rates,7432656,7265183,2543,4338.12,0.03,0.08198,0.03659
20181117015449,https://web.archive.org/web/20181117015449/https://twitter.com/dog_rates,7432656,7265183,0,4338.12,0.0,0.08198,0.0
20181117201015,https://web.archive.org/web/20181117201015/https://twitter.com/dog_rates,7431657,7264184,-999,4337.53,-0.01,0.08191,-0.0152
20181117235839,https://wayback.archive-it.org/all/20181117235839/https://twitter.com/dog_rates,7431853,7264380,196,4337.64,0.0,0.0819,0.0143
20181117235839,https://web.archive.org/web/20181117235839/https://twitter.com/dog_rates,7431853,7264380,0,4337.64,0.0,0.0819,0.0
20181118232445,https://wayback.archive-it.org/all/20181118232445/https://twitter.com/dog_rates,7433749,7266276,1896,4338.77,0.03,0.08184,0.02247
20181118232445,https://web.archive.org/web/20181118232445/https://twitter.com/dog_rates,7433749,7266276,0,4338.77,0.0,0.08184,0.0
20181119110102,https://web.archive.org/web/20181119110102/http://twitter.com/dog_rates,7434463,7266990,714,4339.2,0.01,0.08181,0.01709
20181119110103,https://web.archive.org/web/20181119110103/https://twitter.com/dog_rates,7434463,7266990,0,4339.2,0.0,0.08181,0.0
20181119235828,https://wayback.archive-it.org/all/20181119235828/https://twitter.com/dog_rates,7437400,7269927,2937,4340.95,0.04,0.0818,0.06296
20181119235828,https://web.archive.org/web/20181119235828/https://twitter.com/dog_rates,7437400,7269927,0,4340.95,0.0,0.0818,0.0
20181120184416,https://web.archive.org/web/20181120184416/https://twitter.com/dog_rates,7440082,7272609,2682,4342.56,0.04,0.08177,0.03971
20181120224654,https://wayback.archive-it.org/all/20181120224654/https://twitter.com/dog_rates,7440748,7273275,666,4342.95,0.01,0.08176,0.04575
20181120224654,https://web.archive.org/web/20181120224654/https://twitter.com/dog_rates,7440748,7273275,0,4342.95,0.0,0.08176,0.0
20181121211631,https://wayback.archive-it.org/all/20181121211631/https://twitter.com/dog_rates,7443944,7276471,3196,4344.86,0.04,0.08172,0.03947
20181121211631,https://web.archive.org/web/20181121211631/https://twitter.com/dog_rates,7443944,7276471,0,4344.86,0.0,0.08172,0.0
20181123011923,https://wayback.archive-it.org/all/20181123011923/https://twitter.com/dog_rates,7444155,7276682,211,4344.99,0.0,0.08163,0.00209
20181123011923,https://web.archive.org/web/20181123011923/https://twitter.com/dog_rates,7444155,7276682,0,4344.99,0.0,0.08163,0.0
20181125100009,https://wayback.archive-it.org/all/20181125100009/https://twitter.com/dog_rates,7448801,7281328,4646,4347.76,0.06,0.0815,0.02277
20181125100009,https://web.archive.org/web/20181125100009/https://twitter.com/dog_rates,7448801,7281328,0,4347.76,0.0,0.0815,0.0
20181125120704,https://web.archive.org/web/20181125120704/https://twitter.com/dog_rates,7448885,7281412,84,4347.81,0.0,0.08149,0.01103
20181126035136,https://wayback.archive-it.org/all/20181126035136/https://twitter.com/dog_rates,7450545,7283072,1660,4348.8,0.02,0.08146,0.02929
20181126035136,https://web.archive.org/web/20181126035136/https://twitter.com/dog_rates,7450545,7283072,0,4348.8,0.0,0.08146,0.0
20181126053758,https://web.archive.org/web/20181126053758/https://twitter.com/dog_rates,7450807,7283334,262,4348.96,0.0,0.08146,0.04105
20181127084611,https://wayback.archive-it.org/all/20181127084611/https://twitter.com/dog_rates,7454340,7286867,3533,4351.07,0.05,0.08141,0.03616
20181127084611,https://web.archive.org/web/20181127084611/https://twitter.com/dog_rates,7454340,7286867,0,4351.07,0.0,0.08141,0.0
20181127204858,https://web.archive.org/web/20181127204858/https://twitter.com/dog_rates,7455256,7287783,916,4351.62,0.01,0.08138,0.02112
20181128040327,https://wayback.archive-it.org/all/20181128040327/https://twitter.com/dog_rates,7456563,7289090,1307,4352.4,0.02,0.08137,0.05014
20181128040327,https://web.archive.org/web/20181128040327/https://twitter.com/dog_rates,7456563,7289090,0,4352.4,0.0,0.08137,0.0
20181128055451,https://web.archive.org/web/20181128055451/https://twitter.com/dog_rates,7456795,7289322,232,4352.54,0.0,0.08136,0.03471
20181128210043,https://web.archive.org/web/20181128210043/https://twitter.com/dog_rates,7459442,7291969,2647,4354.12,0.04,0.08134,0.0487
20181129004519,https://wayback.archive-it.org/all/20181129004519/https://twitter.com/dog_rates,7460533,7293060,1091,4354.77,0.01,0.08134,0.08096
20181129004519,https://web.archive.org/web/20181129004519/https://twitter.com/dog_rates,7460533,7293060,0,4354.77,0.0,0.08134,0.0
20181129014223,https://web.archive.org/web/20181129014223/https://twitter.com/dog_rates,7460759,7293286,226,4354.9,0.0,0.08134,0.066
20181129222247,https://wayback.archive-it.org/all/20181129222247/https://twitter.com/dog_rates,7466091,7298618,5332,4358.09,0.07,0.08134,0.07164
20181129222247,https://web.archive.org/web/20181129222247/https://twitter.com/dog_rates,7466091,7298618,0,4358.09,0.0,0.08134,0.0
20181130020504,https://web.archive.org/web/20181130020504/https://twitter.com/dog_rates,7468292,7300819,2201,4359.4,0.03,0.08135,0.16503
20181130020504,https://web.archive.org/web/20181130020504/http://twitter.com/dog_rates,7468292,7300819,0,4359.4,0.0,0.08135,0.0
20181130224957,https://wayback.archive-it.org/all/20181130224957/https://twitter.com/dog_rates,7473912,7306439,5620,4362.76,0.08,0.08134,0.07524
20181130224957,https://web.archive.org/web/20181130224957/https://twitter.com/dog_rates,7473912,7306439,0,4362.76,0.0,0.08134,0.0
20181201042552,https://web.archive.org/web/20181201042552/https://twitter.com/dog_rates,7474720,7307247,808,4363.24,0.01,0.08133,0.04009
20181201214916,https://wayback.archive-it.org/all/20181201214916/https://twitter.com/dog_rates,7476501,7309028,1781,4364.3,0.02,0.0813,0.02845
20181201214916,https://web.archive.org/web/20181201214916/https://twitter.com/dog_rates,7476501,7309028,0,4364.3,0.0,0.0813,0.0
20181201233800,https://web.archive.org/web/20181201233800/https://twitter.com/dog_rates,7476655,7309182,154,4364.39,0.0,0.08129,0.02361
20181202215820,https://wayback.archive-it.org/all/20181202215820/https://twitter.com/dog_rates,7478480,7311007,1825,4365.48,0.02,0.08124,0.02269
20181202215820,https://web.archive.org/web/20181202215820/https://twitter.com/dog_rates,7478480,7311007,0,4365.48,0.0,0.08124,0.0
20181203212945,https://wayback.archive-it.org/all/20181203212945/https://twitter.com/dog_rates,7480504,7313031,2024,4366.69,0.03,0.08119,0.0239
20181203212945,https://web.archive.org/web/20181203212945/https://twitter.com/dog_rates,7480504,7313031,0,4366.69,0.0,0.08119,0.0
20181204002826,https://web.archive.org/web/20181204002826/https://twitter.com/dog_rates,7481103,7313630,599,4367.05,0.01,0.08118,0.05587
20181204213537,https://wayback.archive-it.org/all/20181204213537/https://twitter.com/dog_rates,7484219,7316746,3116,4368.91,0.04,0.08115,0.04098
20181204213537,https://web.archive.org/web/20181204213537/https://twitter.com/dog_rates,7484219,7316746,0,4368.91,0.0,0.08115,0.0
20181205201959,https://web.archive.org/web/20181205201959/https://twitter.com/dog_rates,7487027,7319554,2808,4370.59,0.04,0.08111,0.0343
20181206025458,https://wayback.archive-it.org/all/20181206025458/https://twitter.com/dog_rates,7488069,7320596,1042,4371.21,0.01,0.0811,0.04397
20181206025458,https://web.archive.org/web/20181206025458/https://twitter.com/dog_rates,7488069,7320596,0,4371.21,0.0,0.0811,0.0
20181207002828,https://wayback.archive-it.org/all/20181207002828/https://twitter.com/dog_rates,7490094,7322621,2025,4372.42,0.03,0.08105,0.02609
20181207002828,https://web.archive.org/web/20181207002828/https://twitter.com/dog_rates,7490094,7322621,0,4372.42,0.0,0.08105,0.0
20181207011351,https://web.archive.org/web/20181207011351/https://twitter.com/dog_rates,7490193,7322720,99,4372.48,0.0,0.08105,0.03636
20181207211756,https://wayback.archive-it.org/all/20181207211756/https://twitter.com/dog_rates,7491113,7323640,920,4373.03,0.01,0.08099,0.01273
20181207211756,https://web.archive.org/web/20181207211756/https://twitter.com/dog_rates,7491113,7323640,0,4373.03,0.0,0.08099,0.0
20181208024116,https://web.archive.org/web/20181208024116/https://twitter.com/dog_rates,7491612,7324139,499,4373.33,0.01,0.08098,0.02572
20181208192240,https://web.archive.org/web/20181208192240/https://twitter.com/dog_rates,7493070,7325597,1458,4374.2,0.02,0.08095,0.02427
20181208211812,https://wayback.archive-it.org/all/20181208211812/https://twitter.com/dog_rates,7493176,7325703,106,4374.26,0.0,0.08094,0.01529
20181208211812,https://web.archive.org/web/20181208211812/https://twitter.com/dog_rates,7493176,7325703,0,4374.26,0.0,0.08094,0.0
20181209072723,https://web.archive.org/web/20181209072723/https://twitter.com/dog_rates,7493663,7326190,487,4374.55,0.01,0.08091,0.01332
20181209203932,https://wayback.archive-it.org/all/20181209203932/https://twitter.com/dog_rates,7494609,7327136,946,4375.11,0.01,0.08088,0.0199
20181209203932,https://web.archive.org/web/20181209203932/https://twitter.com/dog_rates,7494609,7327136,0,4375.11,0.0,0.08088,0.0
20181209230719,https://web.archive.org/web/20181209230719/https://twitter.com/dog_rates,7494796,7327323,187,4375.23,0.0,0.08087,0.02109
20181210174254,https://web.archive.org/web/20181210174254/https://twitter.com/dog_rates,7496101,7328628,1305,4376.01,0.02,0.08083,0.0195
20181210211858,https://wayback.archive-it.org/all/20181210211858/https://twitter.com/dog_rates,7496487,7329014,386,4376.24,0.01,0.08082,0.02977
20181210211858,https://web.archive.org/web/20181210211858/https://twitter.com/dog_rates,7496487,7329014,0,4376.24,0.0,0.08082,0.0
20181211173718,https://web.archive.org/web/20181211173718/https://twitter.com/dog_rates,7498828,7331355,2341,4377.63,0.03,0.08078,0.03202
20181211220855,https://wayback.archive-it.org/all/20181211220855/https://twitter.com/dog_rates,7499416,7331943,588,4377.99,0.01,0.08077,0.03608
20181211220855,https://web.archive.org/web/20181211220855/https://twitter.com/dog_rates,7499416,7331943,0,4377.99,0.0,0.08077,0.0
20181212065725,https://web.archive.org/web/20181212065725/https://twitter.com/dog_rates,7500313,7332840,897,4378.52,0.01,0.08076,0.02829
20181212192135,https://web.archive.org/web/20181212192135/https://twitter.com/dog_rates,7501382,7333909,1069,4379.16,0.01,0.08073,0.02394
20181212200652,https://web.archive.org/web/20181212200652/https://twitter.com/dog_rates,7501533,7334060,151,4379.25,0.0,0.08073,0.05558
20181212222116,https://wayback.archive-it.org/all/20181212222116/https://twitter.com/dog_rates,7501783,7334310,250,4379.4,0.0,0.08072,0.031
20181212222116,https://web.archive.org/web/20181212222116/https://twitter.com/dog_rates,7501783,7334310,0,4379.4,0.0,0.08072,0.0
20181213010127,https://web.archive.org/web/20181213010127/https://twitter.com/dog_rates,7502169,7334696,386,4379.63,0.01,0.08072,0.04016
20181213215132,https://wayback.archive-it.org/all/20181213215132/https://twitter.com/dog_rates,7504361,7336888,2192,4380.94,0.03,0.08068,0.02922
20181213215132,https://web.archive.org/web/20181213215132/https://twitter.com/dog_rates,7504361,7336888,0,4380.94,0.0,0.08068,0.0
20181214181457,https://web.archive.org/web/20181214181457/https://twitter.com/dog_rates,7506271,7338798,1910,4382.08,0.03,0.08063,0.02602
20181215021504,https://wayback.archive-it.org/all/20181215021504/https://twitter.com/dog_rates,7507322,7339849,1051,4382.71,0.01,0.08062,0.03648
20181215021504,https://web.archive.org/web/20181215021504/https://twitter.com/dog_rates,7507322,7339849,0,4382.71,0.0,0.08062,0.0
20181215143057,https://web.archive.org/web/20181215143057/https://twitter.com/dog_rates,7507736,7340263,414,4382.95,0.01,0.08058,0.00938
20181215233621,https://wayback.archive-it.org/all/20181215233621/https://twitter.com/dog_rates,7509665,7342192,1929,4384.1,0.03,0.08058,0.05895
20181215233621,https://web.archive.org/web/20181215233621/https://twitter.com/dog_rates,7509665,7342192,0,4384.1,0.0,0.08058,0.0
20181216234855,https://wayback.archive-it.org/all/20181216234855/https://twitter.com/dog_rates,7512006,7344533,2341,4385.5,0.03,0.08053,0.02686
20181216234855,https://web.archive.org/web/20181216234855/https://twitter.com/dog_rates,7512006,7344533,0,4385.5,0.0,0.08053,0.0
20181218005522,https://wayback.archive-it.org/all/20181218005522/https://twitter.com/dog_rates,7516569,7349096,4563,4388.23,0.06,0.0805,0.05048
20181218005522,https://web.archive.org/web/20181218005522/https://twitter.com/dog_rates,7516569,7349096,0,4388.23,0.0,0.0805,0.0
20181219031837,https://wayback.archive-it.org/all/20181219031837/https://twitter.com/dog_rates,7521345,7353872,4776,4391.08,0.06,0.08046,0.05028
20181219031837,https://web.archive.org/web/20181219031837/https://twitter.com/dog_rates,7521345,7353872,0,4391.08,0.0,0.08046,0.0
20181219223907,https://wayback.archive-it.org/all/20181219223907/https://twitter.com/dog_rates,7523588,7356115,2243,4392.42,0.03,0.08043,0.03221
20181219223907,https://web.archive.org/web/20181219223907/https://twitter.com/dog_rates,7523588,7356115,0,4392.42,0.0,0.08043,0.0
20181220203415,https://wayback.archive-it.org/all/20181220203415/https://twitter.com/dog_rates,7525634,7358161,2046,4393.64,0.03,0.08038,0.02593
20181220203415,https://web.archive.org/web/20181220203415/https://twitter.com/dog_rates,7525634,7358161,0,4393.64,0.0,0.08038,0.0
20181221203613,https://wayback.archive-it.org/all/20181221203613/https://twitter.com/dog_rates,7528731,7361258,3097,4395.49,0.04,0.08034,0.0358
20181221203613,https://web.archive.org/web/20181221203613/https://twitter.com/dog_rates,7528731,7361258,0,4395.49,0.0,0.08034,0.0
20181222192110,https://web.archive.org/web/20181222192110/https://twitter.com/dog_rates,7533977,7366504,5246,4398.62,0.07,0.08032,0.06406
20181223013851,https://wayback.archive-it.org/all/20181223013851/https://twitter.com/dog_rates,7534894,7367421,917,4399.17,0.01,0.08031,0.04047
20181223013851,https://web.archive.org/web/20181223013851/https://twitter.com/dog_rates,7534894,7367421,0,4399.17,0.0,0.08031,0.0
20181223213210,https://wayback.archive-it.org/all/20181223213210/https://twitter.com/dog_rates,7537026,7369553,2132,4400.44,0.03,0.08027,0.02978
20181223213210,https://web.archive.org/web/20181223213210/https://twitter.com/dog_rates,7537026,7369553,0,4400.44,0.0,0.08027,0.0
20181224213143,https://wayback.archive-it.org/all/20181224213143/https://twitter.com/dog_rates,7540516,7373043,3490,4402.53,0.05,0.08024,0.04041
20181224213143,https://web.archive.org/web/20181224213143/https://twitter.com/dog_rates,7540516,7373043,0,4402.53,0.0,0.08024,0.0
20181226013457,https://wayback.archive-it.org/all/20181226013457/https://twitter.com/dog_rates,7544914,7377441,4398,4405.15,0.06,0.0802,0.04355
20181226013457,https://web.archive.org/web/20181226013457/https://twitter.com/dog_rates,7544914,7377441,0,4405.15,0.0,0.0802,0.0
20181227004441,https://wayback.archive-it.org/all/20181227004441/https://twitter.com/dog_rates,7549318,7381845,4404,4407.78,0.06,0.08017,0.05282
20181227004441,https://web.archive.org/web/20181227004441/https://twitter.com/dog_rates,7549318,7381845,0,4407.78,0.0,0.08017,0.0
20181228031246,https://wayback.archive-it.org/all/20181228031246/https://twitter.com/dog_rates,7552258,7384785,2940,4409.54,0.04,0.08012,0.03085
20181228031246,https://web.archive.org/web/20181228031246/https://twitter.com/dog_rates,7552258,7384785,0,4409.54,0.0,0.08012,0.0
20181228204959,https://web.archive.org/web/20181228204959/https://twitter.com/dog_rates,7553946,7386473,1688,4410.55,0.02,0.08008,0.02661
20181229034347,https://wayback.archive-it.org/all/20181229034347/https://twitter.com/dog_rates,7554881,7387408,935,4411.1,0.01,0.08007,0.03766
20181229034347,https://web.archive.org/web/20181229034347/https://twitter.com/dog_rates,7554881,7387408,0,4411.1,0.0,0.08007,0.0
