MementoDatetime,URIM,FollowerCount,AbsGrowth,RelGrowth,AbsPerGrowth,RelPerGrowth,AbsFolRate,RelFolRate
20170101003852,https://wayback.archive-it.org/all/20170101003852/https://twitter.com/dog_rates,921269,753796,9372,450.1,1.03,0.02561,0.07031
20170101003852,https://web.archive.org/web/20170101003852/https://twitter.com/dog_rates,921269,753796,0,450.1,0.0,0.02561,0.0
20170105054115,https://web.archive.org/web/20170105054115/https://twitter.com/dog_rates,954470,786997,33201,469.92,3.6,0.02641,0.09128
20170110040951,http://wayback.vefsafn.is/wayback/20170110040951/https://twitter.com/dog_rates,998826,831353,44356,496.41,4.65,0.02751,0.104
20170112054020,https://web.archive.org/web/20170112054020/https://twitter.com/dog_rates,1022818,855345,23992,510.74,2.4,0.02813,0.13461
20170115064130,https://web.archive.org/web/20170115064130/https://twitter.com/dog_rates,1044421,876948,21603,523.64,2.11,0.0286,0.08218
20170115064150,https://web.archive.org/web/20170115064150/https://twitter.com/dog_rates,1044422,876949,1,523.64,0.0,0.0286,0.05
20170117063400,https://wayback.archive-it.org/all/20170117063400/https://twitter.com/dog_rates,1059636,892163,15214,532.72,1.46,0.02893,0.08828
20170117063400,https://web.archive.org/web/20170117063400/https://twitter.com/dog_rates,1059636,892163,0,532.72,0.0,0.02893,0.0
20170121000536,https://web.archive.org/web/20170121000536/https://twitter.com/dog_rates,1089309,921836,29673,550.44,2.8,0.02958,0.09207
20170124112442,https://web.archive.org/web/20170124112442/http://twitter.com:80/dog_rates,1166343,998870,77034,596.44,7.07,0.03175,0.25683
20170126072321,https://web.archive.org/web/20170126072321/https://twitter.com/dog_rates,1166343,998870,0,596.44,0.0,0.03159,0.0
20170202085819,https://web.archive.org/web/20170202085819/https://twitter.com/dog_rates,1209734,1042261,43391,622.35,3.72,0.03234,0.07107
20170209083348,https://web.archive.org/web/20170209083348/https://twitter.com/dog_rates,1267264,1099791,57530,656.7,4.76,0.0335,0.09535
20170216101630,https://web.archive.org/web/20170216101630/https://twitter.com/dog_rates,1307592,1140119,40328,680.78,3.18,0.03409,0.06601
20170223092824,https://web.archive.org/web/20170223092824/https://twitter.com/dog_rates,1353120,1185647,45528,707.96,3.48,0.03482,0.07564
20170225041214,https://web.archive.org/web/20170225041214/https://twitter.com/dog_rates,1366238,1198765,13118,715.8,0.97,0.03505,0.08528
20170226045155,https://web.archive.org/web/20170226045155/https://twitter.com/dog_rates,1373528,1206055,7290,720.15,0.53,0.03517,0.08211
20170226065131,https://web.archive.org/web/20170226065131/http://twitter.com/dog_rates,1374028,1206555,500,720.45,0.04,0.03518,0.06968
20170226065149,https://web.archive.org/web/20170226065149/https://twitter.com/dog_rates,1374028,1206555,0,720.45,0.0,0.03518,0.0
20170227052941,https://web.archive.org/web/20170227052941/https://twitter.com/dog_rates,1380644,1213171,6616,724.4,0.48,0.03529,0.08121
20170227095256,https://web.archive.org/web/20170227095256/https://twitter.com/dog_rates,1381251,1213778,607,724.76,0.04,0.03529,0.03843
20170227095312,https://web.archive.org/web/20170227095312/https://twitter.com/dog_rates,1381251,1213778,0,724.76,0.0,0.03529,0.0
20170228061303,https://web.archive.org/web/20170228061303/https://twitter.com/dog_rates,1387184,1219711,5933,728.3,0.43,0.03539,0.08106
20170302090224,https://web.archive.org/web/20170302090224/https://twitter.com/dog_rates,1397311,1229838,10127,734.35,0.73,0.03549,0.05535
20170306194704,https://web.archive.org/web/20170306194704/https://twitter.com/dog_rates,1426419,1258946,29108,751.73,2.08,0.03594,0.07575
20170308063017,https://web.archive.org/web/20170308063017/https://twitter.com/dog_rates,1436036,1268563,9617,757.47,0.67,0.03608,0.07694
20170309095438,https://web.archive.org/web/20170309095438/https://twitter.com/dog_rates,1440556,1273083,4520,760.17,0.31,0.03611,0.04581
20170309222929,https://web.archive.org/web/20170309222929/https://twitter.com/dog_rates,1446091,1278618,5535,763.48,0.38,0.03622,0.12221
20170310212850,https://web.archive.org/web/20170310212850/http://www.twitter.com/dog_rates,1452056,1284583,5965,767.04,0.41,0.0363,0.07208
20170310232327,https://web.archive.org/web/20170310232327/https://twitter.com/dog_rates,1452056,1284583,0,767.04,0.0,0.0363,0.0
20170311234527,https://web.archive.org/web/20170311234527/https://twitter.com/dog_rates,1458657,1291184,6601,770.98,0.45,0.03639,0.07525
20170313000745,https://web.archive.org/web/20170313000745/https://twitter.com/dog_rates,1467334,1299861,8677,776.16,0.59,0.03655,0.10313
20170314004445,https://web.archive.org/web/20170314004445/https://twitter.com/dog_rates,1476424,1308951,9090,781.59,0.62,0.03671,0.10257
20170315013259,https://web.archive.org/web/20170315013259/https://twitter.com/dog_rates,1487579,1320106,11155,788.25,0.76,0.03693,0.12492
20170316010740,https://web.archive.org/web/20170316010740/https://twitter.com/dog_rates,1497466,1329993,9887,794.15,0.66,0.03712,0.11648
20170316023421,https://web.archive.org/web/20170316023421/https://twitter.com/dog_rates,1498058,1330585,592,794.51,0.04,0.03713,0.11382
20170316093306,https://web.archive.org/web/20170316093306/https://twitter.com/dog_rates,1498869,1331396,811,794.99,0.05,0.03713,0.03228
20170318040658,https://web.archive.org/web/20170318040658/https://twitter.com/dog_rates,1519619,1352146,20750,807.38,1.38,0.03755,0.13542
20170321052329,https://web.archive.org/web/20170321052329/https://twitter.com/dog_rates,1550802,1383329,31183,826.0,2.05,0.03814,0.11821
20170322055653,https://web.archive.org/web/20170322055653/https://twitter.com/dog_rates,1559836,1392363,9034,831.4,0.58,0.03829,0.10219
20170323064149,https://web.archive.org/web/20170323064149/https://twitter.com/dog_rates,1566009,1398536,6173,835.08,0.4,0.03837,0.06928
20170323094843,https://web.archive.org/web/20170323094843/https://twitter.com/dog_rates,1566063,1398590,54,835.11,0.0,0.03836,0.00482
20170324073324,https://web.archive.org/web/20170324073324/https://twitter.com/dog_rates,1572684,1405211,6621,839.07,0.42,0.03846,0.08458
20170325080002,https://web.archive.org/web/20170325080002/https://twitter.com/dog_rates,1579495,1412022,6811,843.13,0.43,0.03855,0.0774
20170326082404,https://web.archive.org/web/20170326082404/https://twitter.com/dog_rates,1587096,1419623,7601,847.67,0.48,0.03866,0.08653
20170330005321,https://web.archive.org/web/20170330005321/https://twitter.com/dog_rates,1615552,1448079,28456,864.66,1.79,0.0391,0.08933
20170331014541,https://web.archive.org/web/20170331014541/https://twitter.com/dog_rates,1622949,1455476,7397,869.08,0.46,0.0392,0.08261
20170331212850,https://web.archive.org/web/20170331212850/https://twitter.com/dog_rates,1626735,1459262,3786,871.34,0.23,0.03923,0.05333
20170401020514,https://web.archive.org/web/20170401020514/https://twitter.com/dog_rates,1628656,1461183,1921,872.49,0.12,0.03927,0.11583
20170402025636,https://web.archive.org/web/20170402025636/https://twitter.com/dog_rates,1636545,1469072,7889,877.2,0.48,0.03938,0.08816
20170403033418,https://web.archive.org/web/20170403033418/https://twitter.com/dog_rates,1644227,1476754,7682,881.79,0.47,0.0395,0.08664
20170404040253,https://web.archive.org/web/20170404040253/https://twitter.com/dog_rates,1651820,1484347,7593,886.32,0.46,0.0396,0.08617
20170405043457,https://web.archive.org/web/20170405043457/https://twitter.com/dog_rates,1659420,1491947,7600,890.86,0.46,0.03971,0.08605
20170406052348,https://web.archive.org/web/20170406052348/https://twitter.com/dog_rates,1666185,1498712,6765,894.9,0.41,0.0398,0.07573
20170406105330,https://web.archive.org/web/20170406105330/https://twitter.com/dog_rates,1665060,1497587,-1125,894.23,-0.07,0.03975,-0.05687
20170407060547,https://web.archive.org/web/20170407060547/https://twitter.com/dog_rates,1671661,1504188,6601,898.17,0.4,0.03985,0.09548
20170408064536,https://web.archive.org/web/20170408064536/https://twitter.com/dog_rates,1678114,1510641,6453,902.02,0.39,0.03993,0.07268
20170409071202,https://web.archive.org/web/20170409071202/https://twitter.com/dog_rates,1684764,1517291,6650,905.99,0.4,0.04001,0.07558
20170410075733,https://web.archive.org/web/20170410075733/https://twitter.com/dog_rates,1691061,1523588,6297,909.75,0.37,0.04008,0.07065
20170413113009,https://web.archive.org/web/20170413113009/https://twitter.com/dog_rates,1711607,1544134,20546,922.02,1.21,0.04033,0.07555
20170415170946,https://web.archive.org/web/20170415170946/https://twitter.com/dog_rates,1724976,1557503,13369,930.0,0.78,0.04048,0.06921
20170419002343,https://swap.stanford.edu/20170419002343/https://twitter.com/dog_rates,1748352,1580879,23376,943.96,1.36,0.04078,0.08195
20170419002343,https://web.archive.org/web/20170419002343/https://twitter.com/dog_rates,1748352,1580879,0,943.96,0.0,0.04078,0.0
20170420105451,https://web.archive.org/web/20170420105451/https://twitter.com/dog_rates,1758172,1590699,9820,949.82,0.56,0.04091,0.07902
20170424013353,https://web.archive.org/web/20170424013353/https://twitter.com/dog_rates,1793333,1625860,35161,970.82,2.0,0.04148,0.11272
20170425003429,https://web.archive.org/web/20170425003429/https://twitter.com/dog_rates,1802201,1634728,8868,976.11,0.49,0.04162,0.10705
20170425005326,https://wayback.archive-it.org/all/20170425005326/https://twitter.com/dog_rates,1802418,1634945,217,976.24,0.01,0.04162,0.19085
20170425005326,https://web.archive.org/web/20170425005326/https://twitter.com/dog_rates,1802418,1634945,0,976.24,0.0,0.04162,0.0
20170425181103,https://swap.stanford.edu/20170425181103/https://twitter.com/dog_rates,1808183,1640710,5765,979.69,0.32,0.0417,0.0926
20170425181103,https://web.archive.org/web/20170425181103/https://twitter.com/dog_rates,1808183,1640710,0,979.69,0.0,0.0417,0.0
20170427114627,https://web.archive.org/web/20170427114627/https://twitter.com/dog_rates,1823389,1655916,15206,988.77,0.84,0.04193,0.10156
20170428164231,https://wayback.archive-it.org/all/20170428164231/https://twitter.com/dog_rates,1834003,1666530,10614,995.1,0.58,0.04209,0.1019
20170428164231,https://web.archive.org/web/20170428164231/https://twitter.com/dog_rates,1834003,1666530,0,995.1,0.0,0.04209,0.0
20170429171232,https://web.archive.org/web/20170429171232/https://twitter.com/dog_rates,1843208,1675735,9205,1000.6,0.5,0.04222,0.10436
20170504004137,https://web.archive.org/web/20170504004137/https://twitter.com/dog_rates,1886582,1719109,43374,1026.5,2.35,0.04291,0.11643
20170504125539,https://web.archive.org/web/20170504125539/https://twitter.com/dog_rates,1890588,1723115,4006,1028.89,0.21,0.04297,0.09096
20170511123043,https://web.archive.org/web/20170511123043/https://twitter.com/dog_rates,1956565,1789092,65977,1068.29,3.49,0.04395,0.10936
20170512123327,https://web.archive.org/web/20170512123327/https://twitter.com/dog_rates,1965873,1798400,9308,1073.84,0.48,0.04409,0.10753
20170512235915,https://web.archive.org/web/20170512235915/https://twitter.com/dog_rates,1971096,1803623,5223,1076.96,0.27,0.04417,0.12693
20170513125858,https://web.archive.org/web/20170513125858/https://twitter.com/dog_rates,1975258,1807785,4162,1079.45,0.21,0.04422,0.08896
20170514132946,https://web.archive.org/web/20170514132946/https://twitter.com/dog_rates,1985308,1817835,10050,1085.45,0.51,0.04437,0.11388
20170516142114,https://web.archive.org/web/20170516142114/https://twitter.com/dog_rates,2004830,1837357,19522,1097.11,0.98,0.04466,0.11099
20170517191311,https://web.archive.org/web/20170517191311/https://twitter.com/dog_rates,2019076,1851603,14246,1105.61,0.71,0.04489,0.13709
20170517212142,https://web.archive.org/web/20170517212142/https://twitter.com/dog_rates,2020705,1853232,1629,1106.59,0.08,0.04492,0.21126
20170518125030,https://web.archive.org/web/20170518125030/https://twitter.com/dog_rates,2028034,1860561,7329,1110.96,0.36,0.04504,0.13151
20170518171727,https://web.archive.org/web/20170518171727/https://twitter.com/dog_rates,2029730,1862257,1696,1111.97,0.08,0.04506,0.10589
20170519023519,https://web.archive.org/web/20170519023519/https://twitter.com/dog_rates/,2038220,1870747,8490,1117.04,0.42,0.04523,0.25364
20170519173211,https://web.archive.org/web/20170519173211/https://twitter.com/dog_rates,2043158,1875685,4938,1119.99,0.24,0.04529,0.09176
20170520185436,https://web.archive.org/web/20170520185436/https://twitter.com/dog_rates,2052442,1884969,9284,1125.54,0.45,0.04541,0.10164
20170525123959,https://swap.stanford.edu/20170525123959/https://twitter.com/dog_rates,2117191,1949718,64749,1164.2,3.15,0.04651,0.15811
20170525123959,https://web.archive.org/web/20170525123959/https://twitter.com/dog_rates,2117191,1949718,0,1164.2,0.0,0.04651,0.0
20170525133452,https://web.archive.org/web/20170525133452/https://twitter.com/dog_rates,2117233,1949760,42,1164.22,0.0,0.04651,0.01275
20170601134347,https://web.archive.org/web/20170601134347/https://twitter.com/dog_rates,2185625,2018152,68392,1205.06,3.23,0.04746,0.11298
20170604034839,https://web.archive.org/web/20170604034839/https://twitter.com/dog_rates,2217770,2050297,32145,1224.26,1.47,0.04796,0.14383
20170608230751,https://web.archive.org/web/20170608230751/https://twitter.com/dog_rates,2288073,2120600,70303,1266.23,3.17,0.04913,0.16934
20170613065919,https://web.archive.org/web/20170613065919/https://twitter.com/dog_rates,2340581,2173108,52508,1297.59,2.29,0.04991,0.14044
20170616003542,https://web.archive.org/web/20170616003542/https://twitter.com/dog_rates,2364035,2196562,23454,1311.59,1.0,0.05018,0.0993
20170617231110,https://web.archive.org/web/20170617231110/https://twitter.com/dog_rates,2389026,2221553,24991,1326.51,1.06,0.05056,0.149
20170622210754,https://wayback.archive-it.org/all/20170622210754/https://twitter.com/dog_rates,2440513,2273040,51487,1357.26,2.16,0.05123,0.12126
20170622210754,https://web.archive.org/web/20170622210754/https://twitter.com/dog_rates,2440513,2273040,0,1357.26,0.0,0.05123,0.0
20170623011213,https://web.archive.org/web/20170623011213/https://twitter.com/dog_rates,2443217,2275744,2704,1358.87,0.11,0.05128,0.18446
20170624190013,https://swap.stanford.edu/20170624190013/https://twitter.com/dog_rates,2462707,2295234,19490,1370.51,0.8,0.05154,0.12952
20170624190013,https://web.archive.org/web/20170624190013/https://twitter.com/dog_rates,2462707,2295234,0,1370.51,0.0,0.05154,0.0
20170628215501,https://web.archive.org/web/20170628215501/https://twitter.com/dog_rates,2505340,2337867,42633,1395.97,1.73,0.05208,0.11973
20170630021102,https://web.archive.org/web/20170630021102/https://twitter.com/dog_rates,2521798,2354325,16458,1405.79,0.66,0.05233,0.16173
20170701224159,https://web.archive.org/web/20170701224159/https://twitter.com/dog_rates,2540750,2373277,18952,1417.11,0.75,0.05257,0.11826
20170706123444,https://wayback.archive-it.org/all/20170706123444/https://twitter.com/dog_rates,2594403,2426930,53653,1449.15,2.11,0.05329,0.13564
20170706123444,https://web.archive.org/web/20170706123444/https://twitter.com/dog_rates,2594403,2426930,0,1449.15,0.0,0.05329,0.0
20170707014139,https://web.archive.org/web/20170707014139/https://twitter.com/dog_rates,2602988,2435515,8585,1454.27,0.33,0.05342,0.18183
20170708210720,https://web.archive.org/web/20170708210720/https://twitter.com/dog_rates,2629384,2461911,26396,1470.03,1.01,0.05381,0.16884
20170713214941,https://wayback.archive-it.org/all/20170713214941/https://twitter.com/dog_rates,2693145,2525672,63761,1508.11,2.42,0.05469,0.14673
20170713214941,https://web.archive.org/web/20170713214941/https://twitter.com/dog_rates,2693145,2525672,0,1508.11,0.0,0.05469,0.0
20170714013940,https://web.archive.org/web/20170714013940/https://twitter.com/dog_rates,2695833,2528360,2688,1509.71,0.1,0.05473,0.1948
20170716014834,https://web.archive.org/web/20170716014834/https://twitter.com/dog_rates,2718664,2551191,22831,1523.34,0.85,0.05502,0.13172
20170723052608,https://web.archive.org/web/20170723052608/https://twitter.com/dog_rates,2808433,2640960,89769,1576.95,3.3,0.05621,0.14529
20170723175241,https://web.archive.org/web/20170723175241/https://twitter.com/dog_rates,2812842,2645369,4409,1579.58,0.16,0.05625,0.09843
20170724235918,https://wayback.archive-it.org/all/20170724235918/https://twitter.com/dog_rates,2828643,2661170,15801,1589.01,0.56,0.05645,0.14577
20170724235918,https://web.archive.org/web/20170724235918/https://twitter.com/dog_rates,2828643,2661170,0,1589.01,0.0,0.05645,0.0
20170725010152,https://swap.stanford.edu/20170725010152/https://twitter.com/dog_rates,2829422,2661949,779,1589.48,0.03,0.05646,0.20751
20170725010152,https://web.archive.org/web/20170725010152/https://twitter.com/dog_rates,2829422,2661949,0,1589.48,0.0,0.05646,0.0
20170728012027,https://wayback.archive-it.org/all/20170728012027/https://twitter.com/dog_rates,2869406,2701933,39984,1613.35,1.41,0.057,0.1536
20170728012027,https://web.archive.org/web/20170728012027/https://twitter.com/dog_rates,2869406,2701933,0,1613.35,0.0,0.057,0.0
20170728015349,https://web.archive.org/web/20170728015349/https://twitter.com/dog_rates,2869833,2702360,427,1613.61,0.01,0.057,0.21329
20170728024424,https://web.archive.org/web/20170728024424/https://twitter.com/dog_rates,2870496,2703023,663,1614.01,0.02,0.05701,0.21845
20170804042337,https://web.archive.org/web/20170804042337/https://twitter.com/dog_rates,2960479,2793006,89983,1667.74,3.13,0.05816,0.14733
20170805230956,https://web.archive.org/web/20170805230956/https://twitter.com/dog_rates,2977189,2809716,16710,1677.71,0.56,0.05832,0.10852
20170807004830,https://web.archive.org/web/20170807004830/https://twitter.com/dog_rates,2987552,2820079,10363,1683.9,0.35,0.05843,0.11226
20170810210608,https://wayback.archive-it.org/all/20170810210608/https://twitter.com/dog_rates,3026752,2859279,39200,1707.31,1.31,0.05883,0.11798
20170810210608,https://web.archive.org/web/20170810210608/https://twitter.com/dog_rates,3026752,2859279,0,1707.31,0.0,0.05883,0.0
20170811130440,https://web.archive.org/web/20170811130440/https://twitter.com/dog_rates,3035404,2867931,8652,1712.47,0.29,0.05894,0.15044
20170818020602,https://web.archive.org/web/20170818020602/https://twitter.com/dog_rates,3117347,2949874,81943,1761.4,2.7,0.05993,0.14496
20170818040010,https://web.archive.org/web/20170818040010/https://twitter.com/dog_rates,3118495,2951022,1148,1762.09,0.04,0.05994,0.16764
20170819130419,https://web.archive.org/web/20170819130419/https://www.twitter.com/dog_rates,3132951,2965478,14456,1770.72,0.46,0.06009,0.12143
20170819130420,https://web.archive.org/web/20170819130420/https://twitter.com/dog_rates,3132951,2965478,0,1770.72,0.0,0.06009,0.0
20170820090026,https://web.archive.org/web/20170820090026/https://twitter.com/dog_rates,3143472,2975999,10521,1777.0,0.34,0.06022,0.1466
20170824172509,https://swap.stanford.edu/20170824172509/https://twitter.com/dog_rates,3192170,3024697,48698,1806.08,1.55,0.06074,0.12956
20170824172509,https://web.archive.org/web/20170824172509/https://twitter.com/dog_rates,3192170,3024697,0,1806.08,0.0,0.06074,0.0
20170825214437,https://web.archive.org/web/20170825214437/https://twitter.com/dog_rates,3206496,3039023,14326,1814.63,0.45,0.0609,0.1405
20170827062501,https://web.archive.org/web/20170827062501/https://twitter.com/dog_rates,3225229,3057756,18733,1825.82,0.58,0.06114,0.15926
20170829130605,https://wayback.archive-it.org/all/20170829130605/https://twitter.com/dog_rates,3251520,3084047,26291,1841.52,0.82,0.06142,0.13355
20170829130605,https://web.archive.org/web/20170829130605/https://twitter.com/dog_rates,3251520,3084047,0,1841.52,0.0,0.06142,0.0
20170902065108,https://wayback.archive-it.org/all/20170902065108/https://twitter.com/dog_rates,3293674,3126201,42154,1866.69,1.3,0.06186,0.13047
20170902065108,https://web.archive.org/web/20170902065108/https://twitter.com/dog_rates,3293674,3126201,0,1866.69,0.0,0.06186,0.0
20170903041526,https://web.archive.org/web/20170903041526/https://twitter.com/dog_rates,3302080,3134607,8406,1871.71,0.26,0.06193,0.10909
20170903191719,https://wayback.archive-it.org/all/20170903191719/https://twitter.com/dog_rates,3306892,3139419,4812,1874.58,0.15,0.06196,0.08893
20170903191719,https://web.archive.org/web/20170903191719/https://twitter.com/dog_rates,3306892,3139419,0,1874.58,0.0,0.06196,0.0
20170904185535,https://wayback.archive-it.org/all/20170904185535/https://twitter.com/dog_rates,3316660,3149187,9768,1880.41,0.3,0.06205,0.11479
20170904185535,https://web.archive.org/web/20170904185535/https://twitter.com/dog_rates,3316660,3149187,0,1880.41,0.0,0.06205,0.0
20170904221600,https://web.archive.org/web/20170904221600/https://twitter.com/dog_rates,3318400,3150927,1740,1881.45,0.05,0.06207,0.1447
20170908094242,https://wayback.archive-it.org/all/20170908094242/https://twitter.com/dog_rates,3356134,3188661,37734,1903.99,1.14,0.06244,0.12561
20170908094242,https://web.archive.org/web/20170908094242/https://twitter.com/dog_rates,3356134,3188661,0,1903.99,0.0,0.06244,0.0
20170908174855,https://wayback.archive-it.org/all/20170908174855/https://twitter.com/dog_rates,3359251,3191778,3117,1905.85,0.09,0.06247,0.10685
20170908174855,https://web.archive.org/web/20170908174855/https://twitter.com/dog_rates,3359251,3191778,0,1905.85,0.0,0.06247,0.0
20170910013908,https://web.archive.org/web/20170910013908/https://twitter.com/dog_rates,3373970,3206497,14719,1914.64,0.44,0.06262,0.12842
20170910040141,https://web.archive.org/web/20170910040141/https://twitter.com/dog_rates,3375390,3207917,1420,1915.48,0.04,0.06263,0.16602
20170914190047,https://web.archive.org/web/20170914190047/https://twitter.com/dog_rates,3432973,3265500,57583,1949.87,1.71,0.06327,0.14412
20170917024746,https://web.archive.org/web/20170917024746/https://twitter.com/dog_rates,3458520,3291047,25547,1965.12,0.74,0.06351,0.12721
20170919203833,https://web.archive.org/web/20170919203833/https://twitter.com/dog_rates,3484916,3317443,26396,1980.88,0.76,0.06373,0.11135
20170920011440,https://web.archive.org/web/20170920011440/https://twitter.com/dog_rates,3487949,3320476,3033,1982.69,0.09,0.06377,0.18307
20170920220720,https://web.archive.org/web/20170920220720/https://twitter.com/dog_rates,3496878,3329405,8929,1988.02,0.26,0.06385,0.1188
20170921013826,https://web.archive.org/web/20170921013826/https://twitter.com/dog_rates,3499184,3331711,2306,1989.4,0.07,0.06388,0.18206
